logins,pseudo,mdp,anniversaire,ID_Artiste
1542,jamesburns,&8K_dK)eJv,1977-01-11,
1543,fbenitez,*nMJp*5l!8,1917-02-21,
1544,zcampbell,*kk6lDHweo,1956-07-04,
1545,klee,)n8BwSE1(r,1972-12-04,
1546,jodi91,GT54SO!t6%,1994-11-15,
1547,jjones,m%+D!9LxCf,1998-09-11,
1548,garciavanessa,*N(C8Yph*3,2011-02-26,
1549,ebrown,K9diTLgT_N,2005-09-20,
1550,spencergaines,w##$0ZabbE,1904-06-15,
1551,arnoldnicholas,)DrSPRuN6%,1991-12-25,
1552,browndaniel,f&uG)7BqYj,1934-08-18,
1553,rjones,@nxOJl7V!8,1911-07-08,
1554,scottteresa,+#2xSzJu&&,1958-03-10,
1555,joneslaura,*CPJpN#gi9,1925-06-27,
1556,kennethgomez,X3Jn9Yt%#7,1912-05-12,
1557,odavis,yiM2iEa3e$,1994-01-14,
1558,pcruz,%6QWJvFqNA,1988-08-31,
1559,john59,*1q^yEHfxe,1995-09-08,
1560,haleyharrington,$6_P$9hI!0,1966-07-19,
1561,hollowayjames,%Wx@nVUdk4,1918-06-16,
1562,davidgarcia,mg^q4Vp(nG,1982-04-04,
1563,angela17,d97_QW0d!3,1916-04-23,
1564,elizabethharper,)Z4Zvu$EHQ,1953-11-23,
1565,robertsjohn,)W7Y9)sxWJ,1980-03-03,
1566,amy72,@%@1SzeO*p,1924-04-01,
1567,carrietorres,w9o6YNfK_z,1961-10-10,
1568,chrismarquez,^5gbmDI^ew,1918-01-18,
1569,charlescampos,%#Z5Bzf@8_,1993-01-17,
1570,brooksbrittany,*aoGS!2f2J,1952-08-20,
1571,parkercynthia,%1sKIYt!*),1943-12-18,
1572,jrogers,H+ONU3Dy2b,1995-04-10,
1573,victoriamedina,j1PeH0)n!2,1947-12-07,
1574,perryjessica,!bnTAQnA2v,1966-05-03,
1575,diazashley,%Fu9WuGI(M,1977-08-18,421
1576,hannah63,kxk1KvFq_P,1904-01-25,
1577,vharrington,(9dYkfItid,1923-09-06,
1578,davisangela,p_G6NJ5x06,1936-07-10,
1579,samantha81,c9D_th6s#W,1984-10-14,
1580,susan59,zjl&+1EeoD,1996-12-18,
1581,jennifer35,(wL(C$iv91,1968-11-11,
1582,patrickwilliams,#ZX&Hyarw9,1969-01-27,537
1583,alancombs,c&5Klc!q8i,1922-01-18,
1584,gjohnson,)Q8KrYemxo,1993-07-28,
1585,kimperkins,44xI(%9g(9,1973-06-25,
1586,gregmejia,K$H0aHo&Sb,1910-10-15,
1587,bross,4#89UlO)98,1967-02-06,
1588,alewis,_8LYI9Y%y8,1918-02-22,
1589,adrian99,1Cp%1Rmp94,1946-10-05,
1590,friedmanronald,zWxqnFpe(8,1906-04-30,
1591,maynardkathleen,6$zI1LMdYS,1932-04-18,
1592,dhill,G9XEmmjH+5,1989-12-08,
1593,vazquezthomas,#jCJd&2u99,2000-01-23,
1594,kimberlybarrett,Vo$b3qM^K_,1929-05-31,
1595,brian77,O$2uQ8Ciw(,1991-01-06,
1596,barrycruz,772HF((s%0,1984-04-12,
1597,scott50,+D$34IMx27,1912-12-09,
1598,hwilson,g6StS%L($f,1924-11-17,
1599,territhompson,5Nza7cxi#1,1903-05-26,
1600,hannah47,g2(9!APp&i,1947-12-08,
1601,christopher95,2GCdvl^B&y,1996-01-31,
1602,marshallshelby,#&6cQxyGZV,1944-08-13,
1603,antonioking,B)237rSw7),1988-06-12,
1604,iodonnell,0$U8rdBz_I,1905-09-16,
1605,thomasjohnson,(qq(KAdrB4,1970-08-21,
1606,lwaters,+G0Ii1om7m,1933-07-02,
1607,browneric,k%F9*Efu+(,1958-12-15,
1608,clarkcarl,qr8$Be&P$b,2007-09-27,
1609,jason88,FU!0KxXmwL,2005-07-14,
1610,jonathanhernandez,1_i(Fq5i(E,1919-10-25,
1611,ashleyochoa,x^I+6W(gx9,2005-06-15,
1612,daniellegarrett,!0060Mv&Ox,1928-04-22,
1613,ryanharris,J%92_JsoGm,2000-02-14,
1614,clarkmelissa,^#6dSjtn4V,1968-07-13,
1615,mcdonalddawn,mc1RxAVy&+,1929-12-14,
1616,montoyamichelle,%Erm7W9ci#,1927-10-27,
1617,thomaswalter,B2$Lu@b$#z,1948-05-30,
1618,kmanning,)Vq6FRj43I,1942-09-05,
1619,christopherhuang,(_Gy1fYfb&,1955-07-25,
1620,carterjennifer,@y9Cyg_k(^,1977-12-21,
1621,novakerin,An2EzAJO$^,1929-08-02,
1622,jared02,_5OTSo5o_X,1944-07-09,
1623,rharris,4%5GR+s#%R,1974-03-03,
1624,katieschmidt,@5(hUbrmZH,2007-04-24,
1625,jenniferfrederick,N^M2NNGjpm,1961-03-07,
1626,morgan09,(OA1LFc)$7,1978-02-18,
1627,dustinnichols,XbJR2WqO!4,1932-10-26,
1628,jerryvalencia,@+qNqYv!9l,1918-12-07,
1629,zavery,%DkzMSdm7+,1955-04-11,
1630,ytodd,Ul0F#vs(3+,1988-11-13,
1631,lindaball,+QuPc$BW4+,2010-08-01,
1632,watsonchristopher,!@9UpTs!Ts,1944-10-12,
1633,ylivingston,@dhuHm__K0,1953-11-15,
1634,rbean,q4G)#)K**c,1940-01-11,
1635,cynthiasanchez,O_^58ZwnaK,1982-06-14,
1636,angelasalinas,9Me0g9Px#y,1924-08-30,
1637,jbaker,vaXv6EFnI!,1932-05-06,
1638,ronaldconley,S_9ClInjG@,1946-04-21,
1639,laura44,%6slDKpecF,1905-12-10,
1640,fredmurray,W4bSoxVC^T,1944-10-15,
1641,hbarrera,Qi38C0Jyd*,1991-03-24,
1642,harrisonbryan,MC9)0Lyafy,1913-09-23,
1643,ygeorge,^F3VUVvYBQ,1943-09-13,
1644,theresa40,!36rQLSqnO,2007-12-14,
1645,sanchezdaniel,harC_tT+)8,1908-10-07,
1646,penny03,^NRZX4Lzu$,1995-02-19,93
1647,penny71,M@09Mdwnsu,1996-08-21,
1648,iwilson,0NrRFvjX%&,1906-01-08,
1649,watkinskevin,@JE9yBXycf,1910-05-05,
1650,cwebb,GS_2F56zO%,1948-01-15,
1651,comptonjillian,oP@e1GAbg%,1927-04-26,
1652,yorkjames,f01RcLin+z,2001-06-17,
1653,carriemiller,gPNaa^tr@4,1982-11-20,
1654,brianevans,_^7XU&fJJ0,1999-11-08,
1655,mbrown,&w%W8Ra@5t,1948-07-14,
1656,robert41,prU5JUv8(h,1908-03-18,
1657,natalie01,kb1EUSxR%$,1906-07-18,
1658,ghansen,D#I7LFZf&I,1904-01-26,
1659,billy00,Nx%0USpiJo,1993-09-19,
1660,ljones,Z4YN+UDn)s,1995-05-16,
1661,dhunt,#NxPptvz8u,1950-02-05,
1662,iadkins,7i9MQqh#$n,1973-05-22,
1663,dunnryan,V%3SERri+P,1947-02-15,
1664,heather85,Q79kQpcm4+,1989-04-21,
1665,espinozajoshua,oFWZpUwY)0,1936-05-15,
1666,joannasmith,@9NI9vtGs7,1973-08-08,
1667,alexiscallahan,7U+C8Ihs%v,1966-04-08,
1668,zmitchell,#acj6JjiL&,1964-10-06,
1669,larry16,+4MEmj5*+N,1924-08-07,
1670,hwood,rM4$SQbd^),1975-04-28,
1671,michael75,m4A84dit+3,1917-09-25,
1672,zmoss,^NF8@DPu*G,1942-08-01,
1673,doylesamantha,$yJPI@Qx5X,1954-02-14,
1674,jenniferconner,!Me2OMEh5k,1998-11-03,
1675,susanmorrison,YsS$1GT1r_,1956-01-14,
1676,nbonilla,4(cQ(&Xb*Z,1971-06-21,
1677,ryanwilliam,_lf_#LEUH3,1917-05-11,
1678,richard22,%jQMkaKr!2,1943-09-21,
1679,kellyanthony,3&c0qmoVoZ,1903-10-06,
1680,lgreene,I!1YULsY(j,1948-02-11,
1681,charlenehernandez,$&7Q+w2pv%,1939-03-02,
1682,jordan03,+n!FT%V7N1,1985-12-22,
1683,nancy04,CL!94K!i(k,1905-10-04,
1684,rosslori,Q&6BJt62#(,1908-02-11,
1685,kevin71,1(V2RG#yYU,1961-02-16,
1686,nicholas51,^1I+JJra$W,1969-03-08,
1687,michaelpham,vu1rH3j6^z,1967-05-18,
1688,patricksoto,m7KhXpE&%B,1915-05-18,
1689,tmolina,D(P2GyDlPZ,1993-12-13,
1690,ruben84,j@t#XQxh&6,1938-03-02,
1691,rebecca39,2vj*E4Kc_8,1990-09-17,
1692,melanielivingston,!ig*6Ukz0p,2001-02-01,
1693,vaughanbrandi,obXo77Ce)0,1982-06-27,
1694,rojasgwendolyn,&9UF8bDILY,2004-04-05,
1695,danielle69,9ZF+4Idory,1996-01-31,
1696,mary16,(_P5SGzelC,1907-01-18,
1697,erin99,(9Q(gt7W21,1983-04-15,
1698,vnelson,qhWer4ZB*2,1972-05-11,
1699,bryanwebb,%r^&1O(ylW,1978-06-05,
1700,valeriemerritt,T7uCP7nV*%,2007-08-29,
1701,plynn,&hV6y()w3x,1972-01-10,
1702,shawnwiggins,#4(WV3sUi$,2007-10-30,
1703,charles51,!h9IWqShGR,1945-11-04,
1704,bryan91,4*$5aiSri7,1913-11-11,
1705,smithjeremy,uid$9P#nM5,1993-01-21,
1706,carneychristopher,%yS4AZdQ^(,1965-05-28,
1707,kathryn06,AHeB3YlrC!,1954-09-09,
1708,brownmichael,&aO5(7Ebd(,1922-06-20,
1709,marystewart,0yQPf1oV#t,1990-03-28,
1710,cooperlee,V4y@VF#S@l,1941-05-26,
1711,justinbrown,)HdevGaVH9,1988-04-16,
1712,edward04,*vb77WctMR,1976-10-24,
1713,dblack,+0s@Bn#ssu,2003-09-10,
1714,robertallen,$Q51eViu3@,1904-01-09,
1715,baldwinstephanie,hz&2rEel^8,1982-12-28,
1716,nicolecolon,H38jHsel^D,1924-06-10,
1717,mollycrosby,v9aReluN!x,1954-12-02,
1718,friedmansheila,I2lFEU#x!6,1962-07-08,
1719,floresbrian,!eC1a^UqHP,1949-01-29,
1720,espinozadebbie,&63u7J4hi@,1943-08-15,
1721,qstevenson,#9)7cPLc)T,1942-10-02,
1722,nporter,_4_sjSifpq,1938-06-07,
1723,davidnewton,)2FKTPhN*0,1995-06-13,
1724,lisa70,h&X1QuybMU,1999-12-19,
1725,sheath,xhR%Ww1F#6,1956-02-13,
1726,ievans,&&8TR^@ee&,1997-01-05,
1727,alexandria13,VP09CWui_&,1914-03-04,
1728,danielday,m^m_JfRp&6,1968-07-10,
1729,bgreen,&@*7bxRhNZ,1962-08-20,
1730,jenniferallen,(q3S)nR)B4,2010-06-03,
1731,kathleenbarrett,f$0NE+Emjk,1995-09-28,
1732,lparsons,_Ze8LCz^oP,1981-07-22,
1733,garcialisa,UCI9Ayun#Y,1967-09-05,
1734,jjennings,@MRHoAy^j2,1929-04-04,
1735,angela41,^i6XVs9X+L,2001-04-30,
1736,kimnicholas,qQ)0osNb)),1981-10-28,
1737,jason04,wJZ(4fMo$%,1966-02-12,
1738,joneswendy,Gp7(R)xuL+,1988-09-03,
1739,johnsonjacob,^@j75gXutB,2009-01-12,
1740,johncowan,h+7XnWFbLs,1970-01-02,815
1741,john78,23OwahVZ@z,1906-01-21,
1742,melissapatterson,q5IgInrJ^W,1962-08-19,
1743,jackrosales,yf11QhKo&),1926-05-01,
1744,ssmith,$6Y#urC0@$,1943-01-29,
1745,otorres,*6*46ITy)7,1938-05-21,
1746,michael51,+V!f2lRg&#,1992-12-16,
1747,jamie04,_7S6Dxl_((,1929-10-02,
1748,elizabeth94,H9RUbYxL#1,1919-09-23,
1749,robert06,v%3TG!evs*,1913-07-26,
1750,joshua42,pnS40PXr!n,1937-08-09,
1751,tracy06,G$q1Qb!FUL,1905-07-16,
1752,paulallen,O831Ziw%!A,1913-11-13,
1753,cruzjennifer,ESj^Y2Qk3%,1965-04-05,
1754,jrodriguez,M@W^1YTe@2,1986-01-21,
1755,rodriguezdestiny,st&4YOyfHr,1904-10-04,
1756,smallchad,%E4S4TAm3I,1969-11-30,
1757,marcussmall,S&^DvOI9$1,1945-08-18,
1758,jeremyevans,!938LTs&9w,1945-10-25,904
1759,torresrobert,5)63TwqsF6,2006-03-10,70
1760,jerry28,#1T7Gaw4m$,1934-05-12,
1761,bolsen,E*_I+so#^3,1926-06-22,
1762,catherine97,x544TYw4@L,1979-09-27,
1763,rodriguezerin,v$m1NqxVvn,1906-07-27,
1764,ebaird,Jo)N1LdF^c,1928-11-28,
1765,shieldslindsay,GzF4&EMD+6,1942-07-15,
1766,christinagibson,i$OxMGS5+2,1976-11-16,
1767,michael04,KHR^w8UfHu,1965-01-13,
1768,andrewcortez,rr4C)KdZv^,1923-01-02,
1769,stevenpacheco,#y9uSWhgX2,1909-06-24,
1770,bcarlson,(v3miS#woP,1910-08-13,
1771,ktaylor,^j+95YJw9N,1990-07-23,
1772,ejohnson,%I2MGp2H4_,1986-08-01,
1773,allensonya,&%xLKXQ%f1,1934-04-06,
1774,alexanderkyle,M_CXW_t9(2,1999-08-08,
1775,rebeccaphillips,tEUpp#)V$7,1991-05-07,
1776,thomasrodriguez,fz33Cb&p(w,1929-05-12,
1777,bradley36,c*w1JOuqev,1999-06-10,
1778,jonathanmckinney,()durX$V4i,1973-12-25,
1779,thomas24,@39h5*XvI_,1908-02-05,
1780,justin30,k1Kej7Zj)o,1980-06-01,
1781,melaniekidd,C%Wc&AUy!2,1903-10-18,
1782,holmestimothy,xt$4CXbzM$,1951-10-25,
1783,perezlisa,i4J6khl((E,1980-06-12,
1784,kellyjeffrey,aZ7$EsEwD#,1938-08-03,
1785,holderamy,17BB*@s@#_,1923-05-05,
1786,nashmatthew,@n^1GSvT)A,2000-09-03,
1787,brian97,sFRb6MlI&0,1963-07-07,
1788,bradfordaaron,!2XcmfSG6N,1945-11-06,
1789,kbrown,H0LiaEn9^R,1985-11-19,
1790,terickson,A$YI1$nzbB,1968-09-13,
1791,joandonovan,&kGq2ScOw9,1990-09-28,
1792,rpowers,&zEyM8l(0Z,1978-01-01,
1793,rossshelley,Yd!^3KbUh+,1979-10-06,
1794,hpearson,o8kCGGy)@!,2005-03-27,
1795,paulamathews,&3MqyPXb&B,2000-03-07,
1796,mallory02,)o^9Apxj@_,1985-07-29,
1797,matthew59,+8YUelHibs,2012-05-03,
1798,gregory33,_t#uSeAn#0,1915-07-20,
1799,hector43,g9I9MLES+I,1938-04-12,
1800,johnnykerr,1F+ITWRw^z,1920-04-09,
1801,hillkatie,R^M58pw^+Y,1927-10-01,
1802,stephaniemorse,@Pt8MKfxvO,1928-08-05,
1803,kmiller,c_v5B*uu+o,1975-12-25,
1804,johnburton,R%R1jBHlte,1958-02-22,
1805,bhunter,bmu44O1TW_,1981-05-16,
1806,ubaker,$m7YMGCshX,1973-06-04,
1807,grantchristopher,XP%1APvqdS,1946-07-28,
1808,hernandeznicholas,^G1R_i+5p+,1957-08-19,
1809,david64,9X&2FReKiy,1924-09-30,
1810,susanelliott,)G6PGUm^lQ,2005-05-14,
1811,daniellemcconnell,cIfqaTjC&0,1985-10-17,
1812,eford,*1loP3_qNX,2005-05-19,
1813,davidstephens,@+P0X$jalI,1929-01-24,
1814,davidsimmons,8NCpbrqf%4,1951-05-01,
1815,brownedward,_oI^5JcLkc,1911-04-10,
1816,maynardalvin,5rTwD&bU@c,1922-08-14,
1817,john75,j2ol@8Ee#7,2004-06-25,
1818,sharon09,$4P8PCm!W8,1928-04-10,
1819,dchapman,%bk1LuhV@!,1954-09-05,
1820,dpatel,^%VO^aDw8G,1984-02-21,
1821,melissamcguire,(6lu)I6Jve,1989-02-18,
1822,kathythomas,)1Lc_OQz@F,2009-04-18,
1823,griffinjames,2!c5xFlsJ3,1997-01-23,
1824,thomasnicholas,XJ1(Pa3eH@,1912-09-29,
1825,theresajones,1HQQqGZ!@4,1969-02-15,
1826,vroy,j!36+yAAIm,2002-02-02,
1827,justin57,^TV5A%dc$G,1917-01-13,
1828,virginia99,*CV7SZMv32,1974-08-15,
1829,thomasjohnson,aP@z0QDiR7,1965-05-02,
1830,kimberlyfriedman,+2*iIt9cVf,1976-04-09,
1831,haynesmonica,c*6q3hZa(5,1953-09-25,
1832,michelle35,@iL1GRaL44,1906-07-24,
1833,lramos,e@4QhcAO6^,1930-05-04,
1834,lharvey,@iOCkjVEm8,2002-04-17,
1835,chavezrebecca,44RUx&st^S,1966-09-06,
1836,fhanson,8G!3%MOrAy,1938-02-17,
1837,pattersonjeffrey,0KzSG9m($_,1991-10-12,
1838,paulharrell,kd(VIOVl_5,1910-05-15,
1839,jrojas,JhJ6bB4aE!,1969-12-14,
1840,zwarren,50LchqeO&y,2005-02-17,
1841,andrew16,x7b&LIId(1,1968-12-12,
1842,nhunter,*X(7D_#e20,1907-11-08,
1843,tmendoza,@lBg_pWJe3,1937-09-01,
1844,ilyons,5lPeJh8V$#,1995-06-02,
1845,michael39,*e!tH7Q5$2,1979-03-28,
1846,jmartin,^LSDC$Ez@1,1953-09-09,
1847,teresakeith,3+HePu2(+8,1985-11-29,
1848,heidihayes,_Vs8Ota_38,1917-07-14,
1849,jacobaguirre,+F8WyVJXky,1908-12-23,
1850,carloswilson,Q77zDgug$(,1953-05-06,
1851,tmorgan,%D1U1G$dvM,1996-11-02,
1852,harveymichelle,VQGkPrGz(5,2002-07-17,
1853,knightjennifer,)2CTNFsziR,1936-07-22,
1854,christian66,HI^Plbpl(6,1981-07-23,
1855,dyernicole,#w4qUQJd69,1971-07-31,
1856,kconley,ZgMZocCo$8,1973-06-17,
1857,pmontoya,VK1vfrlzx(,1972-11-09,
1858,gilbertthomas,IVUK2Cvq#6,1927-07-13,
1859,dominguezjohn,7Y@1N2Zw(v,1988-05-01,
1860,ynelson,#P2)1#St9a,1950-06-15,
1861,ian55,)@&1JO5iGc,1977-09-10,
1862,tavery,k9CD%H*j#B,1983-11-07,
1863,fmueller,cy0OSVeG!9,1985-12-30,
1864,tamaramartin,_5#oA!NMyo,2005-02-14,
1865,gavinbenjamin,%0I9PVvz$!,1986-03-21,
1866,ccarpenter,W4%rZVpS(n,1930-06-17,
1867,toddalexander,0d0lMTfJP*,1951-05-27,
1868,suttonjaclyn,+NJvEcc_S8,1947-02-15,
1869,knappvincent,^(7nMMkj(r,1976-01-12,
1870,alejandro64,53hsL6n(_d,1904-10-24,
1871,nrobinson,L+4AXzL)EG,1993-03-03,
1872,patrick07,(3lXma*h^8,1954-11-07,
1873,megan81,ZhR9UdRfu@,1932-04-12,
1874,derrickmoore,(94wBOeWU(,1937-10-21,
1875,drakecathy,zN5YbKiid@,1949-06-09,
1876,kingsteven,fsI9Yei&*8,1924-09-08,
1877,nathan90,G0NLrLsC^8,1993-04-25,
1878,bsmith,&2_XCyBH0&,1955-06-08,
1879,taylorgeorge,W&6U(+Kcd#,1934-05-31,
1880,randy19,xUhqurNu!6,1964-03-07,
1881,jking,6%Enn6XeuK,2003-05-27,
1882,johnhutchinson,G45$$Zpn0+,1995-01-19,
1883,ricklewis,W$Fv)9Togs,1991-09-03,
1884,amy70,N&B6YcaCQC,1907-05-04,
1885,colliersharon,$8Lo1xm0QC,1975-01-09,
1886,laura43,j5_Kr)QP^d,1964-10-23,
1887,pbullock,y(i2e2NwTx,2002-12-31,
1888,hallkathryn,3!Xj0Rq8H5,1949-10-06,
1889,smithclayton,$6&&5BiTo!,1917-02-06,
1890,kennethmiller,X+Mj0&Mb@&,1903-12-11,
1891,justin66,s98OapG#@a,1920-05-25,
1892,saundersjohn,+cJZRanRx9,1930-03-26,
1893,kellyshields,o6%V$7Xk#9,1962-09-23,
1894,hbell,(9kWZo_gsz,1994-12-17,
1895,tsanchez,bg)bAjCx(2,1967-12-03,
1896,williamsmelissa,g)Siy05L^8,1919-11-14,
1897,michaelmelissa,U)EB4Qik%m,1905-09-15,
1898,omoore,*^U2Xpc@3Z,1965-10-15,
1899,richard74,*K)Qr9ycB1,1999-02-22,
1900,kristysmith,wA(Z!wMT)2,2007-11-09,
1901,walleramanda,nN3!OIIpi$,1932-06-05,
1902,greenedenise,pf^06Ivss1,1982-12-22,
1903,ovasquez,@D4JCfByNH,1994-07-26,
1904,thompsonautumn,_&4Sr4msHq,1950-10-08,
1905,deborahsnyder,KJ^N9Z6s7+,1903-11-17,
1906,lindajennings,y3BzSohn^Y,1910-01-07,
1907,larryrosales,wE)W5Llaof,1938-06-27,
1908,bellbrian,2V5M6XRju_,1906-09-08,
1909,mrush,_VLOV2ZN3d,1962-08-15,
1910,traceyanderson,)Tf@yaOy3N,1964-12-23,
1911,hcross,^6Y%sHiEf(,1980-03-31,
1912,melissahayden,$B%z8J&qQ#,1970-07-18,
1913,troypadilla,S07UtP6v!9,1989-07-02,
1914,ocortez,u&4MIp)x#2,1961-01-26,
1915,jeffery73,u2vQD0jq_I,1991-12-18,
1916,robertmanning,$nEVwlXE!2,1963-09-21,
1917,victoria50,8PM3UmCl!*,2008-08-09,
1918,nicholsonlaura,gi7dx4Pq4!,1997-07-06,
1919,matthewjenkins,&R9N9(vqB0,1931-02-07,
1920,karibowman,*GEM+Uhef6,1952-06-20,
1921,suttonmichael,(9HXwxagjy,1920-10-18,
1922,tuckerdawn,o1FQf0Qs*n,1998-02-03,
1923,keith17,o3ZP4Hwg(q,1995-01-01,
1924,scottlauren,)sbo1XprN_,1924-09-25,
1925,margaret45,VZW9ORivM*,1925-08-12,
1926,kathleendelgado,(CJIk5fHD8,1940-06-04,
1927,james19,*)9O+k2q6#,1924-08-07,
1928,kennedyheather,$BGtSxkmY6,1985-07-20,
1929,ashleyrogers,$6xdrfbgYu,1949-10-01,
1930,sproctor,%UWqbtIyx7,1938-01-31,
1931,ronaldbrown,_61EeTVx#O,1999-02-14,
1932,danielsalyssa,JqS$A4Umoh,1953-01-29,
1933,christopher91,y!!8jAHc#0,1977-02-22,
1934,sherry30,wmTG_!Op(9,1944-05-04,
1935,colleenholland,59Q2Fuxv#^,1971-12-16,
1936,kathy55,*ZkW94xD38,2010-01-02,
1937,nwalters,m_6YN1l!P@,1956-02-03,
1938,ihenson,!Y3MJhydF9,1955-06-22,
1939,petergutierrez,mj1l%Lg68^,1944-10-23,
1940,foleytracy,(3JX7Dzi)n,1943-02-15,
1941,sarahtaylor,qn_ySqG3s#,1982-10-01,
1942,ilowe,(cL4uTVuu),1918-01-13,
1943,rmooney,P7VJNcbG)n,1934-12-26,
1944,smithbrian,+7N+bA9Rsh,1999-03-24,
1945,hendersonraymond,TF#1QZ+uhA,1944-10-25,
1946,terriharrell,%6XG6Les@W,1995-02-06,
1947,sandramassey,+!B5O#v7*_,1988-10-29,
1948,kennedyanthony,w*u0Vzp6fx,2003-03-24,
1949,joshua25,@%chs9Ki_T,1948-12-28,
1950,heidiwright,#&c7plYjb6,2008-05-18,
1951,thomascarson,8gdfQnyV_(,2011-05-04,
1952,xyang,(^+1zUOf)6,1962-11-04,
1953,watsonkelly,k6d_%Aw2*@,1979-10-31,
1954,sharonsmith,1ND0f45q1$,1914-10-04,
1955,tylerwilliams,1ifd8U@h!P,1950-10-23,
1956,tylerwerner,54bDU_mK@),1926-05-27,
1957,joncarpenter,)nC0VegE(_,1904-10-25,
1958,vanessa11,i+_5Mdpuih,2002-04-01,
1959,yholt,7hD4Y6s_R$,2012-02-10,
1960,joann18,_GuWBIdsi9,1941-08-18,
1961,janetdavila,!uwK2)Og_4,2005-03-31,
1962,bradley62,n&69QLlhzh,1944-11-07,
1963,schmittkristina,os9e6hCtW_,1963-03-21,
1964,matthewerickson,)63eEqa%Zv,1926-05-23,
1965,carsonmichael,@J9UV7vSYZ,1915-06-22,
1966,robertstracey,_hsP4frE55,1938-09-30,
1967,matthew62,^r8pFm_V5a,1996-04-16,
1968,cgonzalez,x59oDF$6%i,1978-12-03,
1969,orivers,@3P8bo#B0V,1931-05-07,
1970,kristinlewis,)b5EPaj*hJ,1915-06-13,
1971,abigailbowen,)fp5XCq06f,1939-01-29,
1972,mbrown,)cSBaC4h5B,1920-11-25,
1973,hectorrichardson,p8vhNDrU&d,1943-06-02,
1974,anthony43,@yZ7ljCisJ,1952-03-02,
1975,garylopez,I1OTNIBc_a,1967-10-02,
1976,eileenthornton,N8B3J8gm#O,1978-06-21,
1977,meganhall,1eo4GW#w!w,1952-07-11,
1978,rbrown,(S4gdL)cc&,1913-06-20,
1979,bobby34,*1*eDWspDE,1968-08-28,
1980,egarner,I)Y4M!CxRj,1977-02-18,
1981,halldavid,(4DH2+rs^2,1952-09-08,
1982,john77,bgM4ABmhP$,1997-09-25,
1983,johnkim,T!2LhRjY@k,1952-06-09,
1984,jessicacook,#nS8%&Ht(3,2000-11-19,
1985,qfox,sxG8tLqg^e,2005-06-09,
1986,eallen,+P2SqbLI0Z,1924-08-10,
1987,robert88,a5%ahQ*w@d,1978-03-10,
1988,waltonjose,)S1HCHFjle,1962-09-29,
1989,traviscunningham,VA6RA@Lrq@,2005-04-10,
1990,sarahanderson,(Sxrs5NzIY,1917-06-29,
1991,kellerkara,EGk2eBz_f#,1989-06-20,
1992,sarah75,SBJeCFwo(7,1927-03-30,
1993,donnaspears,_97XarsX0k,1945-02-26,
1994,kelly52,$jIaGT#k9u,1904-09-16,
1995,zrusso,%9_7DxRsh@,1918-04-11,
1996,esmith,@8OUZO5x!y,1997-07-25,
1997,michelebeasley,UeDdec3(&9,1946-10-11,
1998,marvin48,6rEURGFr&7,1938-09-02,
1999,wendy95,KztP9ODG#%,1935-10-06,
2000,thompsondonald,_5_tRn^*7X,1937-05-12,
2001,donnamorris,_84$3$Ouvs,1949-10-27,
2002,ashleymoody,w778Rzy37*,1977-09-10,
2003,asingleton,2#6NLcvN$R,1979-09-20,
2004,whudson,2OD6lWg7!!,2002-07-18,
2005,longlisa,#GD+Tvmr6r,1992-01-23,
2006,roseronald,9gbEM5z%_),1990-05-05,
2007,bradley51,)bLKy8qU_2,2007-11-13,
2008,jacksonrobert,)+8M#h*fiY,1971-03-06,
2009,brian76,0ITG0x3P!h,1939-07-07,
2010,alexander05,@l6Jd&ktsR,1927-06-09,
2011,sskinner,821SgBgr_O,1928-12-12,
2012,susanalexander,*APM$!1x4E,1978-10-23,
2013,ybullock,&v8ZBudX7*,1997-04-16,
2014,martinjeremy,h0X$GFkF)L,1922-02-18,
2015,david63,_*)9O7UeO&,1916-09-09,
2016,wreed,nv+)5(SfD2,1922-01-13,
2017,heather29,a*@G47CkqU,1934-12-09,
2018,christopher47,zif0LgqAZ!,1914-07-27,
2019,nicholas02,!y%c9CBF@4,1921-09-23,
2020,cynthiayoung,I#7Ue&kbvy,1983-06-07,
2021,qbell,+&D)2FOh3q,1907-02-21,
2022,nicole78,1e*Km4fP!l,1903-11-04,
2023,kristen03,yxQ0KZ8t_9,1911-04-17,
2024,zphillips,X%8Z56Wgxv,1976-10-27,
2025,jaime35,XpFU2Iwmz!,1917-06-19,
2026,andre63,^)ITWGha%2,1957-10-16,
2027,gregbell,E@g)V1AyAS,1989-03-24,
2028,josephjohns,u7N)7KYd$u,1912-01-01,
2029,frederick47,(TU9T#(v48,1949-11-30,
2030,staceysanders,h^38G$qCSb,1969-06-29,
2031,wendy29,r5V6zR9c#j,1946-04-15,
2032,linda06,P3S1fejA!z,1920-07-25,
2033,vanessawood,&UGGxjol5d,1998-01-02,
2034,kbolton,&l49AJa4BM,1939-12-24,
2035,pscott,^%Be3ErpqA,1934-12-10,
2036,rileyyoung,9(Ytjz@T$),1993-12-07,
2037,juliasherman,FO(Hd2Ae8Q,1931-02-06,
2038,fhernandez,o&2DL1dk*1,1974-02-06,
2039,erica96,&8^LJ!5Vy%,1999-02-21,
2040,xjackson,c)3$^QxG*(,1949-12-26,
2041,collinsedward,0z870#R7P@,1978-12-01,
2042,pmckinney,*+u2QTmv^F,1906-03-15,
2043,josephblair,EU0)XiyEI%,1958-07-05,
2044,michaelwebb,zv53TjrFC),1966-03-04,
